structured_set_id,set,id,type,question,gold,representative_gold,acceptable_answers,answer_limit,candidate_count,evaluation_mode,source_columns,query_logic,revision_note,question_pattern,pattern_motif,question_original,question_noise_level,question_perturbed,noise_type
STR040,Structured_Additional_Cleaned,MH32,MultiHop,한국환경산업기술원이 주관하는 사업 중에서 3개만 알려줄래?,AI응용제품 신속 상용화 지원사업(환경) | 기후변화 적응 수재해 관리 기술개발사업(R&D) | 기후변화 적응을 위한 생태계 복원 및 관리 기술개발사업,AI응용제품 신속 상용화 지원사업(환경) | 기후변화 적응 수재해 관리 기술개발사업(R&D) | 기후변화 적응을 위한 생태계 복원 및 관리 기술개발사업,AI응용제품 신속 상용화 지원사업(환경) | 기후변화 적응 수재해 관리 기술개발사업(R&D) | 기후변화 적응을 위한 생태계 복원 및 관리 기술개발사업 | 디지털 담수화 플랜트 농축수 자원화 기술개발사업(R&D) | 미래변화 대응 수자원 안정성 확보 기술개발사업(R&D) | 블록체인 기반 살생물제 정보 지능형 공정관리기술 개발 사업(R&D) | 수열에너지 활용기술 및 에너지 믹스 기술개발(R&D) | 폐의류 문제해결 플래그십 재활용 기술개발사업 | 환경보건 빅데이터 구축 및 AI 활용 고도화 기술개발사업(R&D),3,9,any_3_from_candidate_set,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'한국환경산업기술원'} -> unique 사업명 list up to 3,한국환경산업기술원 시행 사업명 후보 9개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,agency_ministry_relation,위탁·수행기관과 소관부처 간 역할 관계 확인,한국환경산업기술원이 시행기관인 사업명을 3개 나열하시오.,L2_realistic,한국환경산업기술원이 주관하는 사업 중에서 3개만 알려줄래?,surface_rewrite
STR041,Structured_Additional_Cleaned,MH33,MultiHop,정보통신기획평가원이 주관하는 사업들이 포함된 부문명을 알려줘.,문화예술 | 방송통신 | 정보통신,문화예술 | 방송통신 | 정보통신,문화예술 | 방송통신 | 정보통신 | 산업혁신지원 | 우정 | 전력유지,3,6,any_3_from_candidate_set,"사업시행주체_목록, 부문명 (df_base)",사업시행주체_목록 contains {'정보통신기획평가원'} -> unique 부문명 list,정보통신기획평가원 시행 사업의 부문명 후보 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,agency_ministry_relation,위탁·수행기관과 소관부처 간 역할 관계 확인,정보통신기획평가원이 시행기관인 사업들이 속한 부문명을 나열하시오.,L2_realistic,정보통신기획평가원이 주관하는 사업들이 포함된 부문명을 알려줘.,surface_rewrite
STR042,Structured_Additional_Cleaned,MH34,MultiHop,NIPA가 시행하는 사업들이 포함된 부문명을 알려줘.,정보통신 | 산업혁신지원 | 과학기술 연구지원,정보통신 | 산업혁신지원 | 과학기술 연구지원,정보통신 | 산업혁신지원 | 과학기술 연구지원 | 과학기술 연구개발,3,4,any_3_from_candidate_set,"사업시행주체_목록, 부문명 (df_base)",사업시행주체_목록 contains {'정보통신산업진흥원'} -> unique 부문명 list,정보통신산업진흥원 시행 사업의 부문명 후보 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,agency_ministry_relation,위탁·수행기관과 소관부처 간 역할 관계 확인,정보통신산업진흥원이 시행기관인 사업들이 속한 부문명을 나열하시오.,L2_realistic,NIPA가 시행하는 사업들이 포함된 부문명을 알려줘.,abbreviation
STR043,Structured_Additional_Cleaned,RV07,Reverse,복지부에서 출연 형태로 지원하는 사업 중 3개만 알려줘.,AI 모델을 활용한 항체 바이오베터 개발 및 실증(R&D) | AI기반 수술로봇 이노베이션랩 구축 및 활용 사업 | K-AI 신약개발 전임상·임상 모델개발(R&D),AI 모델을 활용한 항체 바이오베터 개발 및 실증(R&D) | AI기반 수술로봇 이노베이션랩 구축 및 활용 사업 | K-AI 신약개발 전임상·임상 모델개발(R&D),AI 모델을 활용한 항체 바이오베터 개발 및 실증(R&D) | AI기반 수술로봇 이노베이션랩 구축 및 활용 사업 | K-AI 신약개발 전임상·임상 모델개발(R&D) | 구조기반 AI신약개발 지원(R&D) | 국가통합바이오빅데이터구축(R&D) | 다기관-멀티모달 연합학습 기반 의료 인공지능 기술 시범모델 개발 | 보건의료데이터 상호운용성 지원 기술개발(R&D) | 응급실 특화 AI 기반 임상지원시스템 개발 | 의료 인공지능 특화 융합인재 양성사업(R&D) | 지역거점AX혁신기술개발 | 치매의료기술연구개발사업 | 치매전주기데이터수집및빅데이 터통합시스템구축사업(R&D),3,12,any_3_from_candidate_set,"소관, 지원형태_출연, 사업명 (df_base)",소관={'보건복지부'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,23 보건복지부 × 출연 = 12개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,보건복지부 소관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L2_realistic,복지부에서 출연 형태로 지원하는 사업 중 3개만 알려줘.,abbreviation
STR044,Structured_Additional_Cleaned,RV08,Reverse,해수부에서 출연 형태로 지원하는 사업 세 개만 알려줘.,AI기반 스마트 어업관리 시스템 개발(R&D) | 고품질준실시간해양그리드 데이터서비스체계개발(R&D) | 머신러닝 기반 해저면 특성 분류 기술개발(R&D),AI기반 스마트 어업관리 시스템 개발(R&D) | 고품질준실시간해양그리드 데이터서비스체계개발(R&D) | 머신러닝 기반 해저면 특성 분류 기술개발(R&D),AI기반 스마트 어업관리 시스템 개발(R&D) | 고품질준실시간해양그리드 데이터서비스체계개발(R&D) | 머신러닝 기반 해저면 특성 분류 기술개발(R&D) | 민군경AI기반해양영상융복합 분석기술개발(R&D) | 양식생물 생물보안체계 구축을 위한 기술 개발(R&D) | 한국형 연안재해 발생요인 예측기술 개발(R&D) | 해양수산융합형전문인력양성 사업(R&D) | 해양자원탐사를 위한 무인체계 기술개발(R&D),3,8,any_3_from_candidate_set,"소관, 지원형태_출연, 사업명 (df_base)",소관={'해양수산부'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,28 해양수산부 × 출연 = 8개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,해양수산부 소관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L2_realistic,해수부에서 출연 형태로 지원하는 사업 세 개만 알려줘.,abbreviation
STR045,Structured_Additional_Cleaned,RV09,Reverse,과기정통부에서 국고보조 형태로 지원하는 사업 3개만 알려줘.,A I 융합 OTT 글로벌 진출 확산 지원 | 데이터 활용확산 정책지원 | 디지털배움터(세종),A I 융합 OTT 글로벌 진출 확산 지원 | 데이터 활용확산 정책지원 | 디지털배움터(세종),A I 융합 OTT 글로벌 진출 확산 지원 | 데이터 활용확산 정책지원 | 디지털배움터(세종) | 디지털배움터(자율) | 디지털배움터(제주) | 스마트빌리지 보급 및 확산 | 차세대특화망융합산업 활성화기반구축,3,7,any_3_from_candidate_set,"소관, 지원형태_보조, 사업명 (df_base)",소관={'과학기술 정보통신부'} AND 지원형태_보조=TRUE -> unique 사업명 list up to 3,과학기술 정보통신부 × 보조 = 8개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,과학기술 정보통신부 소관이면서 지원형태가 보조인 사업을 3개 나열하시오.,L2_realistic,과기정통부에서 국고보조 형태로 지원하는 사업 3개만 알려줘.,abbreviation
STR046,Structured_Additional_Cleaned,RV10,Reverse,중기부에서 출연 형태로 지원하는 사업 세 개만 알려줘.,데이터 인프라구축(정보화) | 스마트 제조혁신 기술개발사업(R&D) | 중소기업 스마트서비스 지원,데이터 인프라구축(정보화) | 스마트 제조혁신 기술개발사업(R&D) | 중소기업 스마트서비스 지원,데이터 인프라구축(정보화) | 스마트 제조혁신 기술개발사업(R&D) | 중소기업 스마트서비스 지원 | 중소제조 특화 Multi AI Agent 개발(R&D) | 지역특화 제조데이터 활성화 | 창업성장기술개발(R&D) | 투·융자연계기술개발(R&D) | 표준공정 기반 공정최적화 기술개발(R&D),3,8,any_3_from_candidate_set,"소관, 지원형태_출연, 사업명 (df_base)",소관={'중소벤처기업부'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,중소벤처기업부 × 출연 = 8개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,중소벤처기업부 소관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L2_realistic,중기부에서 출연 형태로 지원하는 사업 세 개만 알려줘.,abbreviation
STR047,Structured_Additional_Cleaned,RV11,Reverse,산림청에서 출연 형태로 지원하는 사업 3개만 알려줘.,AI 기반 임도 설계 및 유지관리 최적화 기술개발(R&D) | 고성능 목재수확 기계장비 개발(R&D) | 대형산불 대응 지능형 솔루션 기술개발(R&D),AI 기반 임도 설계 및 유지관리 최적화 기술개발(R&D) | 고성능 목재수확 기계장비 개발(R&D) | 대형산불 대응 지능형 솔루션 기술개발(R&D),AI 기반 임도 설계 및 유지관리 최적화 기술개발(R&D) | 고성능 목재수확 기계장비 개발(R&D) | 대형산불 대응 지능형 솔루션 기술개발(R&D) | 디지털 기반 산림 우수종자 생산공급 기술개발(R&D) | 산림분야 그린바이오 미래형 가치사슬 기술개발(R&D) | 산사태 현장대응 기술개발(R&D) | 임업현장 맞춤형 푸드테크 기술개발(R&D),3,7,any_3_from_candidate_set,"소관, 지원형태_출연, 사업명 (df_base)",소관={'산림청'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,산림청 × 출연 = 7개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,산림청 소관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L2_realistic,산림청에서 출연 형태로 지원하는 사업 3개만 알려줘.,surface_rewrite
STR048,Structured_Additional_Cleaned,RV12,Reverse,경찰청에서 출연 형태로 지원하는 사업 중 3개만 알려줘.,과학기술기반군중 밀집관리기술개 발(R&D) | 과학적범죄수사고도화 기술개발(R&D) | 불법마약류대응을위한 현장기술개발(R&D),과학기술기반군중 밀집관리기술개 발(R&D) | 과학적범죄수사고도화 기술개발(R&D) | 불법마약류대응을위한 현장기술개발(R&D),과학기술기반군중 밀집관리기술개 발(R&D) | 과학적범죄수사고도화 기술개발(R&D) | 불법마약류대응을위한 현장기술개발(R&D) | 사이버범죄수사단서통합분석 및추론시스템개발(R&D) | 사이버수사지원기술개발 (R&D) | 차세대지능형순찰플랫폼개발 (R&D) | 치안데이터활용기술개발 (R&D),3,7,any_3_from_candidate_set,"소관, 지원형태_출연, 사업명 (df_base)",소관={'경찰청'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,경찰청 × 출연 = 7개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,경찰청 소관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L2_realistic,경찰청에서 출연 형태로 지원하는 사업 중 3개만 알려줘.,surface_rewrite
STR049,Structured_Additional_Cleaned,RV13,Reverse,문체부에서 출연 형태로 지원하는 사업 3개만 알려줄래?,AI 기반 관광 혁신 연구개발(R&D) | 개인운동기록 활용 기술 개발(R&D) | 문화공간 AX 전환을 위한 차세대 Culture Tech개발(R&D),AI 기반 관광 혁신 연구개발(R&D) | 개인운동기록 활용 기술 개발(R&D) | 문화공간 AX 전환을 위한 차세대 Culture Tech개발(R&D),AI 기반 관광 혁신 연구개발(R&D) | 개인운동기록 활용 기술 개발(R&D) | 문화공간 AX 전환을 위한 차세대 Culture Tech개발(R&D) | 문화기술 전문인력양성사업(R&D) | 문화예술 온톨로지 기반 LLM연계 기술개발(R&D) | 인공지능 기반 공연예술 안전환경 구축 핵심기술 개발(R&D),3,6,any_3_from_candidate_set,"소관, 지원형태_출연, 사업명 (df_base)",소관={'문화체육관광부'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,문화체육관광부 × 출연 = 6개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,문화체육관광부 소관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L2_realistic,문체부에서 출연 형태로 지원하는 사업 3개만 알려줄래?,abbreviation
STR050,Structured_Additional_Cleaned,RV14,Reverse,농촌진흥청에서 직접 지원하는 사업 세 개만 알려줘.,AI기반작물모니터링및진단 플랫폼개발(R&D) | 국경 이동성 해충의 국제 발생 예측 및 방제기술 개발(R&D) | 농작업안전관리기술및웨어러 블편이장비개발(R&D),AI기반작물모니터링및진단 플랫폼개발(R&D) | 국경 이동성 해충의 국제 발생 예측 및 방제기술 개발(R&D) | 농작업안전관리기술및웨어러 블편이장비개발(R&D),AI기반작물모니터링및진단 플랫폼개발(R&D) | 국경 이동성 해충의 국제 발생 예측 및 방제기술 개발(R&D) | 농작업안전관리기술및웨어러 블편이장비개발(R&D) | 데이터기반농업관측을위한 위성영상활용기술개발(R&D) | 지능형농업로봇핵심기반기술 개발(R&D) | 특용작물유래천연활성바이오 소재생산및활용기술개발(R&D),3,6,any_3_from_candidate_set,"소관, 지원형태_직접, 사업명 (df_base)",소관={'농촌진흥청'} AND 지원형태_직접=TRUE -> unique 사업명 list up to 3,농촌진흥청 × 직접 = 6개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,농촌진흥청 소관이면서 지원형태가 직접인 사업을 3개 나열하시오.,L2_realistic,농촌진흥청에서 직접 지원하는 사업 세 개만 알려줘.,surface_rewrite
STR051,Structured_Additional_Cleaned,RV15,Reverse,교육부에서 출연 형태로 지원하는 사업 3개만 알려줘.,4단계 두뇌한국21 사업 | 국립대학육성사업 | 산학연협력 고도화 지원,4단계 두뇌한국21 사업 | 국립대학육성사업 | 산학연협력 고도화 지원,4단계 두뇌한국21 사업 | 국립대학육성사업 | 산학연협력 고도화 지원 | 소프트웨어인재양성기반구축 | 한국장학재단 출연 | 한국형 온라인 공개강좌 콘텐츠 개발 및 활용 활성화,3,6,any_3_from_candidate_set,"소관, 지원형태_출연, 사업명 (df_base)",소관={'교육부'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,교육부 × 출연 = 6개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,교육부 소관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L2_realistic,교육부에서 출연 형태로 지원하는 사업 3개만 알려줘.,surface_rewrite
STR052,Structured_Additional_Cleaned,RV16,Reverse,농식품부에서 출연 형태로 지원하는 사업 세 개만 알려줘.,AX기반지능형농작업협업 산업화기술개발(R&D) | K-수직농장세계화프로젝트(R&D) | 고부가가치식품기술개발(R&D),AX기반지능형농작업협업 산업화기술개발(R&D) | K-수직농장세계화프로젝트(R&D) | 고부가가치식품기술개발(R&D),AX기반지능형농작업협업 산업화기술개발(R&D) | K-수직농장세계화프로젝트(R&D) | 고부가가치식품기술개발(R&D) | 농업농촌국민체감AX전환 기술개발(R&D) | 반려동물난치성질환극복 기술개발(R&D) | 스마트팜다부처패키지 혁신기술개발(R&D),3,6,any_3_from_candidate_set,"소관, 지원형태_출연, 사업명 (df_base)",소관={'농림축산식품부'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,농림축산식품부 × 출연 = 6개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,농림축산식품부 소관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L2_realistic,농식품부에서 출연 형태로 지원하는 사업 세 개만 알려줘.,abbreviation
STR053,Structured_Additional_Cleaned,RV17,Reverse,국가데이터처에서 직접 지원하는 사업 중 3개만 알려줘.,통계DB통합 및 포털서비스 | 통계교육지원 | 통계데이터 분석 및 활용 지원(정보화),통계DB통합 및 포털서비스 | 통계교육지원 | 통계데이터 분석 및 활용 지원(정보화),통계DB통합 및 포털서비스 | 통계교육지원 | 통계데이터 분석 및 활용 지원(정보화) | 통계센터 및 교육시설 운영 | 통계연구개발지원,3,5,any_3_from_candidate_set,"소관, 지원형태_직접, 사업명 (df_base)",소관={'국가데이터처'} AND 지원형태_직접=TRUE -> unique 사업명 list up to 3,국가데이터처 × 직접 = 5개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,국가데이터처 소관이면서 지원형태가 직접인 사업을 3개 나열하시오.,L2_realistic,국가데이터처에서 직접 지원하는 사업 중 3개만 알려줘.,surface_rewrite
STR054,Structured_Additional_Cleaned,RV18,Reverse,고용부에서 직접 지원하는 사업 중 3개만 알려줘.,고용노동행정(정보화) | 내일배움카드(고보) | 내일배움카드(일반),고용노동행정(정보화) | 내일배움카드(고보) | 내일배움카드(일반),고용노동행정(정보화) | 내일배움카드(고보) | 내일배움카드(일반) | 노동위원회정보화운영(정보화) | 직업능력개발심사평가,3,5,any_3_from_candidate_set,"소관, 지원형태_직접, 사업명 (df_base)",소관={'고용노동부'} AND 지원형태_직접=TRUE -> unique 사업명 list up to 3,고용노동부 × 직접 = 5개 사업 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,고용노동부 소관이면서 지원형태가 직접인 사업을 3개 나열하시오.,L2_realistic,고용부에서 직접 지원하는 사업 중 3개만 알려줘.,abbreviation
STR055,Structured_Additional_Cleaned,RV19,Reverse,내년에 새로 하는 사업 중에서 출자 형태로 지원하는 사업 3개만 알려줘.,AGI 준비 프로젝트 | 산업은행 출자(국민성장펀드) | 국가농업AX플랫폼,AGI 준비 프로젝트 | 산업은행 출자(국민성장펀드) | 국가농업AX플랫폼,AGI 준비 프로젝트 | 산업은행 출자(국민성장펀드) | 국가농업AX플랫폼,3,3,any_3_from_candidate_set,"사업성격_신규, 지원형태_출자, 사업명 (df_base)",사업성격_신규=TRUE AND 지원형태_출자=TRUE -> unique 사업명 list up to 3,신규+출자 = 3개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,신규 사업이면서 지원형태가 출자인 사업을 3개 나열하시오.,L2_realistic,내년에 새로 하는 사업 중에서 출자 형태로 지원하는 사업 3개만 알려줘.,surface_rewrite
STR056,Structured_Additional_Cleaned,RV21,Reverse,내년에 새로 시작하는 사업 중에서 보조사업으로 진행되는 것 3개만 알려줘.,AI통합바우처 | 디지털배움터(세종) | 디지털배움터(자율),AI통합바우처 | 디지털배움터(세종) | 디지털배움터(자율),AI통합바우처 | 디지털배움터(세종) | 디지털배움터(자율) | 디지털배움터(제주) | 차세대특화망융합산업 활성화기반구축 | 대학생 AI 기본 교육 지원 | AI응용제품 신속 상용화 지원사업(국방) | 무안공항 차세대 전력망 구축 | AI 기반 분산전력망 산업 육성 | A I 응용제품 신속 상용화 지원사업(농업) | 국가농업AX플랫폼 | 저작권 및 AI 산업 상생협력 지원 | AI응용제품 신속 상용화 지원(보건) | AI응용제품 신속 상용화 지원(복지) | AI응용제품 신속 상용화 지원사업(식품·의료기기 등),3,15,any_3_from_candidate_set,"사업성격_신규, 지원형태_보조, 사업명 (df_base)",사업성격_신규=TRUE AND 지원형태_보조=TRUE -> unique 사업명 list up to 3,신규+보조 = 15개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,신규 사업이면서 지원형태가 보조인 사업을 3개 나열하시오.,L2_realistic,내년에 새로 시작하는 사업 중에서 보조사업으로 진행되는 것 3개만 알려줘.,surface_rewrite
STR057,Structured_Additional_Cleaned,RV22,Reverse,통신 분야에서 내년에 새로 시작하는 사업 3개만 알려줘.,4대 지역외 AX 대전환 기획 | AGI 준비 프로젝트 | AI AGENT 선도 국가 사업,4대 지역외 AX 대전환 기획 | AGI 준비 프로젝트 | AI AGENT 선도 국가 사업,4대 지역외 AX 대전환 기획 | AGI 준비 프로젝트 | AI AGENT 선도 국가 사업 | AI·공간컴퓨팅 창업 생태계 활성화 | AI 분야 오픈소스 생태계 조성 | AI-RAN 글로벌 선도 프로젝트(R&D) | AI·SW중심대학 | AI·블록체인융합기반자율형 고신뢰핵심기술개발(R&D) | AI기반개방형자율디지털트윈핵심 기술개발(R&D) | AI기반가상융합산업육성 | AI생태계보안내재화 핵심기술개발(R&D) | AI선박 특화 플랫폼 및 애플리케이션 개발·실증 | AI응용제품신속상용화지원사업 (보안·네트워크·생활 등) | AI 클라우드 경쟁력강화 기술개발(R&D) | AI통합바우처 | A I혁신을 위한 데이터안전활용 지원 | AI 활용 미인증 기자재 온라인 모니터링 시스템 구축 | AX혁신기업창의기술개발(R&D) | AX실증밸리조성(R&D) | ICT 전략융합 R&D 바우처 지원(R&D) | ICT기반 디지털서비스 탄소중립 혁신기술개발(R&D) | K-AI 네트워크 경쟁력 강화 | 가상융합기반피지컬AI 핵심기술개발(R&D) | 가상융합지능화핵심기술개발 (R&D) | 경량·저전력AI한계극복기술 개발(R&D) | 경쟁형 AI 혁신인재 성장 지원 | 고성능 AI(Hyper-AI) 네트워크 기반조성 사업 | 광주 AI 실증도시 실현(기본계획 수립 용역비) | 국가 AI데이터센터 고도화 | 국가 NPU전용 컴퓨팅센터 광주 설립(설계비) | 국가 데이터 인프라 기반 데이터 혁신(Data-X) 지원 | 국산 NPU 기반 AI CCTV 전환 | 데이터센터 네트워크 인프라 기술 선도사업(R&D) | 동대구벤처밸리 AI 테크포트 | 디지털헬스케어기반 AI 융합혁신 센터 구축 | 소프트웨어인재키움 | 실세계능동행동형에이전틱 AI기술개발(R&D) | 우편물류기술연구개발(R&D | 인간인지기반AI핵심원천기술 개발(R&D) | 인공지능 신뢰성 혁신 실증사업 | 자율행동체온디바이스 응용지원핵심기술개발(R&D) | 지역특화 AI 공간컴퓨팅 육성사업 | 차세대 네트워크 AI파운데이션 모델(NFM) 개발(R&D) | 차세대특화망융합산업 활성화기반구축 | 초거대산업AI연구지원(R&D) | 초고층 복합시설 복합재난관리 디지털플랫폼 기술개발 | 컴퓨터자원 집중형 인공지능 응용 기술개발(R&D) | 피지컬AI선도기술개발(R&D) | 해양문화도시 기반의 에이지테크 실증거점 조성,3,49,any_3_from_candidate_set,"분야명, 사업성격_신규, 사업명 (df_base)",분야명={'통신'} AND 사업성격_신규=TRUE -> unique 사업명 list up to 3,통신 분야 신규 사업 49개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,분야가 통신이면서 신규 사업인 것을 3개 나열하시오.,L2_realistic,통신 분야에서 내년에 새로 시작하는 사업 3개만 알려줘.,surface_rewrite
STR058,Structured_Additional_Cleaned,RV23,Reverse,과학기술 분야에서 내년에 새로 시작하는 사업 3개만 알려줘.,AI+S&T혁신기술개발(R&D) | AI-네이티브 첨단바이오 자율실험실(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D),AI+S&T혁신기술개발(R&D) | AI-네이티브 첨단바이오 자율실험실(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D),AI+S&T혁신기술개발(R&D) | AI-네이티브 첨단바이오 자율실험실(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D) | AI기반디지털가상핵융합플랫 폼개발(R&D) | 강원 의료 AX 산업 실증 허브 조성 | 디지털 AI세포 구축(R&D) | 민관협력 기반 AI 휴머노이드 원천기술 고도화(R&D) | 불법 마약류 대응을 위한 현장기술 개발(R&D) | 생체노화 리프로그래밍 원천기술 개발 | 지역거점AX혁신기술개발(R&D) | 차세대 AI+S&T 기반 기술개발(R&D) | 첨단신약 타겟 발굴 검증 및 기반기술 개발(R&D) | 바이오·의료기술개발 | AI기반무탄소에너지핵심기술 개발(R&D) | 항공AI 안전성 확보를 위한 자율임무 신뢰성 보증기술 개발(R&D),3,15,any_3_from_candidate_set,"분야명, 사업성격_신규, 사업명 (df_base)",분야명={'과학기술'} AND 사업성격_신규=TRUE -> unique 사업명 list up to 3,과학기술 분야 신규 사업 15개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,분야가 과학기술이면서 신규 사업인 것을 3개 나열하시오.,L2_realistic,과학기술 분야에서 내년에 새로 시작하는 사업 3개만 알려줘.,surface_rewrite
