structured_set_id,set,id,type,question,gold,representative_gold,acceptable_answers,answer_limit,candidate_count,evaluation_mode,source_columns,query_logic,revision_note,question_pattern,pattern_motif,question_original,question_noise_level,question_perturbed,noise_type
STR075,Structured_Additional_Cleaned,CF15,ComplexFilter,보건 분야에서 출연 형태로 지원받고 계속 사업인 것 중 3개만 알려줘.,AI 모델을 활용한 항체 바이오베터 개발 및 실증(R&D) | K-AI 신약개발 전임상·임상 모델개발(R&D) | 국가통합바이오빅데이터구축(R&D),AI 모델을 활용한 항체 바이오베터 개발 및 실증(R&D) | K-AI 신약개발 전임상·임상 모델개발(R&D) | 국가통합바이오빅데이터구축(R&D),AI 모델을 활용한 항체 바이오베터 개발 및 실증(R&D) | K-AI 신약개발 전임상·임상 모델개발(R&D) | 국가통합바이오빅데이터구축(R&D) | 다기관-멀티모달 연합학습 기반 의료 인공지능 기술 시범모델 개발 | 보건의료데이터 상호운용성 지원 기술개발(R&D) | 응급실 특화 AI 기반 임상지원시스템 개발 | 의료 인공지능 특화 융합인재 양성사업(R&D) | 한국형 수술질향상 프로젝트(K-NSQIP) | 신기술 적용 식품(푸드테크) 안전기술 지원 (R&D) | 컴퓨터모델링 기반 의료기기 평가체계 구축(R&D),3,10,any_3_from_candidate_set,"분야명, 지원형태_출연, 사업성격_계속, 사업명 (df_base)",분야명={'보건'} AND 지원형태_출연=TRUE AND 사업성격_계속=TRUE -> unique 사업명 list up to 3,보건×출연×계속 = 11개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,분야가 보건이면서 지원형태가 출연이고 계속 사업인 것을 3개 나열하시오.,L2_realistic,보건 분야에서 출연 형태로 지원받고 계속 사업인 것 중 3개만 알려줘.,surface_rewrite
STR076,Structured_Additional_Cleaned,CF16,ComplexFilter,농림수산 분야에서 출연 형태로 계속 진행되는 사업 3개만 알려줘.,K-수직농장세계화프로젝트(R&D) | 고부가가치식품기술개발(R&D) | 스마트팜다부처패키지 혁신기술개발(R&D),K-수직농장세계화프로젝트(R&D) | 고부가가치식품기술개발(R&D) | 스마트팜다부처패키지 혁신기술개발(R&D),K-수직농장세계화프로젝트(R&D) | 고부가가치식품기술개발(R&D) | 스마트팜다부처패키지 혁신기술개발(R&D) | 고성능 목재수확 기계장비 개발(R&D) | 대형산불 대응 지능형 솔루션 기술개발(R&D) | 디지털 기반 산림 우수종자 생산공급 기술개발(R&D) | 산불방지대책 | 산사태 현장대응 기술개발(R&D) | 임업현장 맞춤형 푸드테크 기술개발(R&D),3,9,any_3_from_candidate_set,"분야명, 지원형태_출연, 사업성격_계속, 사업명 (df_base)",분야명={'농림수산'} AND 지원형태_출연=TRUE AND 사업성격_계속=TRUE -> unique 사업명 list up to 3,농림수산×출연×계속 = 12개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,분야가 농림수산이면서 지원형태가 출연이고 계속 사업인 것을 3개 나열하시오.,L2_realistic,농림수산 분야에서 출연 형태로 계속 진행되는 사업 3개만 알려줘.,surface_rewrite
STR077,Structured_Additional_Cleaned,CF17,ComplexFilter,교통 및 물류 분야에서 출연 형태로 계속 진행되는 사업 3개만 알려줘.,AI-XR기반비행장원격관제 운용기술개발(R&D) | AI진단기반항공기로봇검사 및정비기술개발(R&D) | 교통사고유발도로노면 위험요소저감기술개발(R&D),AI-XR기반비행장원격관제 운용기술개발(R&D) | AI진단기반항공기로봇검사 및정비기술개발(R&D) | 교통사고유발도로노면 위험요소저감기술개발(R&D),AI-XR기반비행장원격관제 운용기술개발(R&D) | AI진단기반항공기로봇검사 및정비기술개발(R&D) | 교통사고유발도로노면 위험요소저감기술개발(R&D) | 국토교통DNA플러스융합 기술대학원육성사업(R&D) | 대심도장대터널(GTX등)의재난 대응복합훈련장개발(R&D) | 데이터기반철도시스템안전평가 ·예측기술개발(R&D) | 스마트+빌딩핵심기술개발 (R&D) | 미래변화 대응 수자원 안정성 확보 기술개발사업(R&D) | 고품질준실시간해양그리드 데이터서비스체계개발(R&D) | 수출입 물류항만-내륙연계 기술개발(R&D),3,10,any_3_from_candidate_set,"분야명, 지원형태_출연, 사업성격_계속, 사업명 (df_base)",분야명={'교통및물류'} AND 지원형태_출연=TRUE AND 사업성격_계속=TRUE -> unique 사업명 list up to 3,교통및물류×출연×계속 = 11개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,분야가 교통및물류이면서 지원형태가 출연이고 계속 사업인 것을 3개 나열하시오.,L2_realistic,교통 및 물류 분야에서 출연 형태로 계속 진행되는 사업 3개만 알려줘.,surface_rewrite
STR078,Structured_Additional_Cleaned,CF18,ComplexFilter,과기정통부 소관으로 2026년 예산이 전년보다 줄어든 계속 사업 3개를 알려줘.,대학디지털교육역량강화 | AI산업육성 | 스마트빌리지 보급 및 확산,대학디지털교육역량강화 | AI산업육성 | 스마트빌리지 보급 및 확산,대학디지털교육역량강화 | AI산업육성 | 스마트빌리지 보급 및 확산 | 클라우드컴퓨팅산업육성(정보화) | AI일상화 확산 | 디지털역량강화교육 | SW컴퓨팅산업원천기술개발 | PIM인공지능반도체 핵심기술개발(설계) | 데이터경제인프라구축 | 해킹바이러스 대응체계 고도화,3,10,any_3_from_candidate_set,"소관, 사업성격_계속, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'과학기술 정보통신부'} AND 사업성격_계속=TRUE AND 예산총괄표_증감(백만원)<0 -> unique 사업명 list up to 3,과학기술 정보통신부 × 예산감소 × 계속 = 15개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,과학기술 정보통신부 소관이면서 2026년 예산이 전년대비 감소하고 계속 사업인 것을 3개 나열하시오.,L2_realistic,과기정통부 소관으로 2026년 예산이 전년보다 줄어든 계속 사업 3개를 알려줘.,abbreviation
STR079,Structured_Additional_Cleaned,CF19,ComplexFilter,산업부 소관으로 2026년 예산이 작년보다 줄어들고 계속 진행 중인 사업 3개만 알려줘.,자동차산업기술개발(R&D) | 소재부품산업 기술개발기반구축(R&D) | PIM인공지능반도체핵심기술 개발(R&D),자동차산업기술개발(R&D) | 소재부품산업 기술개발기반구축(R&D) | PIM인공지능반도체핵심기술 개발(R&D),자동차산업기술개발(R&D) | 소재부품산업 기술개발기반구축(R&D) | PIM인공지능반도체핵심기술 개발(R&D) | 국가통합바이오빅데이터구축 사업(R&D) | 뿌리산업경쟁력강화지원 | AI자율제조SDM플랫폼기술개발 (R&D) | 지식서비스산업기술개발(R&D) | 자율형소프트로봇핵심기술국제 공동연구(R&D),3,8,any_3_from_candidate_set,"소관, 사업성격_계속, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'산업통상부'} AND 사업성격_계속=TRUE AND 예산총괄표_증감(백만원)<0 -> unique 사업명 list up to 3,산업통상부 × 예산감소 × 계속 = 8개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,산업통상부 소관이면서 2026년 예산이 전년대비 감소하고 계속 사업인 것을 3개 나열하시오.,L2_realistic,산업부 소관으로 2026년 예산이 작년보다 줄어들고 계속 진행 중인 사업 3개만 알려줘.,abbreviation
STR080,Structured_Additional_Cleaned,CF20,ComplexFilter,국토부 소관으로 2026년에 예산이 전년보다 줄어들고 계속 진행 중인 사업 3개를 알려줘.,AI진단기반항공기로봇검사 및정비기술개발(R&D) | 건축정보시스템 구축 및 운영 | 국토이용정보체계 구축 및 운영(정보화),AI진단기반항공기로봇검사 및정비기술개발(R&D) | 건축정보시스템 구축 및 운영 | 국토이용정보체계 구축 및 운영(정보화),AI진단기반항공기로봇검사 및정비기술개발(R&D) | 건축정보시스템 구축 및 운영 | 국토이용정보체계 구축 및 운영(정보화),3,3,any_3_from_candidate_set,"소관, 사업성격_계속, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'국토교통부'} AND 사업성격_계속=TRUE AND 예산총괄표_증감(백만원)<0 -> unique 사업명 list up to 3,국토교통부 × 예산감소 × 계속 = 3개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,국토교통부 소관이면서 2026년 예산이 전년대비 감소하고 계속 사업인 것을 3개 나열하시오.,L2_realistic,국토부 소관으로 2026년에 예산이 전년보다 줄어들고 계속 진행 중인 사업 3개를 알려줘.,abbreviation
STR081,Structured_Additional_Cleaned,CF21,ComplexFilter,2026년에 예산이 줄어든 문체부의 계속 사업 중 3개를 알려줘.,신기술 융합콘텐츠산업 육성 | 국학진흥 정책기반 조성 | 문화기술 전문인력양성사업(R&D),신기술 융합콘텐츠산업 육성 | 국학진흥 정책기반 조성 | 문화기술 전문인력양성사업(R&D),신기술 융합콘텐츠산업 육성 | 국학진흥 정책기반 조성 | 문화기술 전문인력양성사업(R&D),3,3,any_3_from_candidate_set,"소관, 사업성격_계속, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'문화체육관광부'} AND 사업성격_계속=TRUE AND 예산총괄표_증감(백만원)<0 -> unique 사업명 list up to 3,문화체육 관광부 × 예산감소 × 계속 = 3개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,문화체육 관광부 소관이면서 2026년 예산이 전년대비 감소하고 계속 사업인 것을 3개 나열하시오.,L3_perturbed,2026년에 예산이 줄어든 문체부의 계속 사업 중 3개를 알려줘.,abbreviation|ellipsis
STR082,Structured_Additional_Cleaned,CF22,ComplexFilter,통신 분야에서 내년에 새로 시작하는 사업 중 2026년 예산이 100억 이상인 사업 3개를 알려줘.,AI·SW중심대학 | AI통합바우처 | AI응용제품신속상용화지원사업 (보안·네트워크·생활 등),AI·SW중심대학 | AI통합바우처 | AI응용제품신속상용화지원사업 (보안·네트워크·생활 등),AI·SW중심대학 | AI통합바우처 | AI응용제품신속상용화지원사업 (보안·네트워크·생활 등) | AX실증밸리조성(R&D) | AGI 준비 프로젝트 | AI AGENT 선도 국가 사업 | 국가 AI데이터센터 고도화 | 피지컬AI선도기술개발(R&D) | 경쟁형 AI 혁신인재 성장 지원 | AI 분야 오픈소스 생태계 조성,3,10,any_3_from_candidate_set,"분야명, 사업성격_신규, 예산총괄표_2026열2(백만원), 사업명 (df_base)",분야명={'통신'} AND 사업성격_신규=TRUE AND 예산총괄표_2026열2(백만원)>=10000 -> unique 사업명 list up to 3,통신×신규×10000+ = 13개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,분야가 통신이면서 신규 사업이고 2026년 예산이 10000백만원 이상인 사업을 3개 나열하시오.,L3_perturbed,통신 분야에서 내년에 새로 시작하는 사업 중 2026년 예산이 100억 이상인 사업 3개를 알려줘.,surface_rewrite
STR083,Structured_Additional_Cleaned,CF23,ComplexFilter,과학기술 분야에서 내년에 새로 시작하는 사업 중 2026년 예산이 100억 원 이상인 것 3개를 알려줘.,AI-네이티브 첨단바이오 자율실험실(R&D) | 지역거점AX혁신기술개발(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D),AI-네이티브 첨단바이오 자율실험실(R&D) | 지역거점AX혁신기술개발(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D),AI-네이티브 첨단바이오 자율실험실(R&D) | 지역거점AX혁신기술개발(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D),3,3,any_3_from_candidate_set,"분야명, 사업성격_신규, 예산총괄표_2026열2(백만원), 사업명 (df_base)",분야명={'과학기술'} AND 사업성격_신규=TRUE AND 예산총괄표_2026열2(백만원)>=10000 -> unique 사업명 list up to 3,과학기술×신규×10000+ = 3개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,분야가 과학기술이면서 신규 사업이고 2026년 예산이 10000백만원 이상인 사업을 3개 나열하시오.,L3_perturbed,과학기술 분야에서 내년에 새로 시작하는 사업 중 2026년 예산이 100억 원 이상인 것 3개를 알려줘.,surface_rewrite
STR084,Structured_Additional_Cleaned,CF24,ComplexFilter,NIA가 시행하는 출연 형태의 사업 중 3개를 알려줘.,AI AGENT 선도 국가 사업 | AI기반안전관리분야 디지털트윈선도 | AI응용제품신속상용화지원사업 (보안·네트워크·생활 등),AI AGENT 선도 국가 사업 | AI기반안전관리분야 디지털트윈선도 | AI응용제품신속상용화지원사업 (보안·네트워크·생활 등),AI AGENT 선도 국가 사업 | AI기반안전관리분야 디지털트윈선도 | AI응용제품신속상용화지원사업 (보안·네트워크·생활 등) | AI컴퓨팅자원활용기반강화 | A I혁신을 위한 데이터안전활용 지원 | K-AI 네트워크 경쟁력 강화 | 건전정보문화조성 | 고성능 AI(Hyper-AI) 네트워크 기반조성 사업 | 국가 데이터 인프라 기반 데이터 혁신(Data-X) 지원 | 국가지식정보 연계 및 활용 촉진(정보화),3,10,any_3_from_candidate_set,"사업시행주체_목록, 지원형태_출연, 사업명 (df_base)",사업시행주체_목록 contains {'한국지능정보사회진흥원'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,한국지능정보사회진흥원 × 출연 = 23개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,한국지능정보사회진흥원이 시행기관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L3_perturbed,NIA가 시행하는 출연 형태의 사업 중 3개를 알려줘.,abbreviation|ellipsis
STR085,Structured_Additional_Cleaned,CF25,ComplexFilter,한국연구재단이 주관하고 출연 방식으로 지원하는 사업 세 가지를 알려줘.,AI+S&T혁신기술개발(R&D) | AI-네이티브 첨단바이오 자율실험실(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D),AI+S&T혁신기술개발(R&D) | AI-네이티브 첨단바이오 자율실험실(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D),AI+S&T혁신기술개발(R&D) | AI-네이티브 첨단바이오 자율실험실(R&D) | AIxBio 혁신 연구거점 조성 시범사업(R&D) | AI기반디지털가상핵융합플랫 폼개발(R&D) | 과학기술혁신인재양성(R&D) | 국가 플래그십 초고성능컴퓨팅 인프라 고도화(R&D) | 나노․소재기술개발(R&D) | 디지털 AI세포 구축(R&D) | 민관협력 기반 AI 휴머노이드 원천기술 고도화(R&D) | 바이오·의료기술개발,3,10,any_3_from_candidate_set,"사업시행주체_목록, 지원형태_출연, 사업명 (df_base)",사업시행주체_목록 contains {'한국연구재단'} AND 지원형태_출연=TRUE -> unique 사업명 list up to 3,한국연구재단 × 출연 = 20개 최종본: 클로드 생성 문항 중 중복·오류 정제 후 채택.,support_type_filter,재정지원 방식별 적정성·보조사업 관리 대상 확인,한국연구재단이 시행기관이면서 지원형태가 출연인 사업을 3개 나열하시오.,L3_perturbed,한국연구재단이 주관하고 출연 방식으로 지원하는 사업 세 가지를 알려줘.,surface_rewrite
STR086,Structured_Additional_Cleaned,SQA066,Aggregation,정보통신기획평가원이 시행하는 사업은 총 몇 개인가?,69개,69개,69개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'정보통신기획평가원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 정보통신기획평가원가 시행기관인 사업은 몇 개인가?,L3_perturbed,정보통신기획평가원이 시행하는 사업은 총 몇 개인가?,ellipsis
STR087,Structured_Additional_Cleaned,SQA067,Aggregation,"사업을 시행하는 곳이 NIPA인 경우, 몇 개의 사업이 진행 중인가요?",45개,45개,45개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'정보통신산업진흥원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 정보통신산업진흥원가 시행기관인 사업은 몇 개인가?,L3_perturbed,"사업을 시행하는 곳이 NIPA인 경우, 몇 개의 사업이 진행 중인가요?",abbreviation|colloquial
STR088,Structured_Additional_Cleaned,SQA068,Aggregation,NIA가 주관하는 사업의 개수는 얼마나 되나요?,23개,23개,23개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'한국지능정보사회진흥원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 한국지능정보사회진흥원가 시행기관인 사업은 몇 개인가?,L3_perturbed,NIA가 주관하는 사업의 개수는 얼마나 되나요?,abbreviation|colloquial|ellipsis
STR089,Structured_Additional_Cleaned,SQA069,Aggregation,한국산업기술 기획평가원이 주관하는 사업의 개수는?,24개,24개,24개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'한국산업기술 기획평가원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 한국산업기술 기획평가원가 시행기관인 사업은 몇 개인가?,L3_perturbed,한국산업기술 기획평가원이 주관하는 사업의 개수는?,ellipsis
STR090,Structured_Additional_Cleaned,SQA070,Aggregation,한국보건산업진흥원이 시행하는 사업의 개수는?,21개,21개,21개,1,1,exact_value,"사업시행주체_목록, 사업명 (df_base)",사업시행주체_목록 contains {'한국보건산업진흥원'} -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,사업시행주체_목록 기준 한국보건산업진흥원가 시행기관인 사업은 몇 개인가?,L3_perturbed,한국보건산업진흥원이 시행하는 사업의 개수는?,ellipsis
STR091,Structured_Additional_Cleaned,SQA071,Aggregation,과기정통부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,6817639백만원,6817639백만원,6817639백만원,1,1,exact_value,"소관, 지원형태, 예산총괄표_2026열2(백만원) (df_base)",소관={'과학기술 정보통신부'} AND 지원형태_출연=TRUE -> 2026예산 sum,최종본: 집계 질의 보강을 위해 채택.,ministry_total_budget,예산 심의에서 부처별 총액·증감·신규사업 규모 확인,과학기술 정보통신부 소관이면서 지원형태가 출연인 사업들의 2026년 예산 합계는?,L3_perturbed,과기정통부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,abbreviation|colloquial
STR092,Structured_Additional_Cleaned,SQA072,Aggregation,과기정통부에서 보조사업으로 진행하는 2026년 예산의 총액은?,263560백만원,263560백만원,263560백만원,1,1,exact_value,"소관, 지원형태, 예산총괄표_2026열2(백만원) (df_base)",소관={'과학기술 정보통신부'} AND 지원형태_보조=TRUE -> 2026예산 sum,최종본: 집계 질의 보강을 위해 채택.,ministry_total_budget,예산 심의에서 부처별 총액·증감·신규사업 규모 확인,과학기술 정보통신부 소관이면서 지원형태가 보조인 사업들의 2026년 예산 합계는?,L3_perturbed,과기정통부에서 보조사업으로 진행하는 2026년 예산의 총액은?,abbreviation
STR093,Structured_Additional_Cleaned,SQA073,Aggregation,과기정통부에서 출자 형태로 진행하는 사업들의 2026년 총예산은 얼마야?,186478백만원,186478백만원,186478백만원,1,1,exact_value,"소관, 지원형태, 예산총괄표_2026열2(백만원) (df_base)",소관={'과학기술 정보통신부'} AND 지원형태_출자=TRUE -> 2026예산 sum,최종본: 집계 질의 보강을 위해 채택.,ministry_total_budget,예산 심의에서 부처별 총액·증감·신규사업 규모 확인,과학기술 정보통신부 소관이면서 지원형태가 출자인 사업들의 2026년 예산 합계는?,L3_perturbed,과기정통부에서 출자 형태로 진행하는 사업들의 2026년 총예산은 얼마야?,abbreviation|colloquial
STR094,Structured_Additional_Cleaned,SQA074,Aggregation,산업부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,2747532백만원,2747532백만원,2747532백만원,1,1,exact_value,"소관, 지원형태, 예산총괄표_2026열2(백만원) (df_base)",소관={'산업통상부'} AND 지원형태_출연=TRUE -> 2026예산 sum,최종본: 집계 질의 보강을 위해 채택.,ministry_total_budget,예산 심의에서 부처별 총액·증감·신규사업 규모 확인,산업통상부 소관이면서 지원형태가 출연인 사업들의 2026년 예산 합계는?,L3_perturbed,산업부에서 출연 형태로 진행하는 사업들의 2026년 총 예산은 얼마인가요?,abbreviation|colloquial
STR095,Structured_Additional_Cleaned,SQA075,Aggregation,과기정통부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,AI·SW중심대학,AI·SW중심대학,AI·SW중심대학,1,1,exact_value,"소관, 사업성격_신규, 사업성격_계속, 예산총괄표_2026열2(백만원), 사업명 (df_base)",소관={'과학기술 정보통신부'} AND 사업성격_신규=TRUE -> max 2026예산 사업명,최종본: 집계 질의 보강을 위해 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,과학기술 정보통신부 소관 신규 사업 중 2026년 예산이 가장 큰 사업은?,L3_perturbed,과기정통부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,abbreviation
STR096,Structured_Additional_Cleaned,SQA076,Aggregation,과기정통부에서 2026년에 예산이 가장 많이 배정된 계속 사업은 무엇인가요?,AI컴퓨팅자원활용기반강화,AI컴퓨팅자원활용기반강화,AI컴퓨팅자원활용기반강화,1,1,exact_value,"소관, 사업성격_신규, 사업성격_계속, 예산총괄표_2026열2(백만원), 사업명 (df_base)",소관={'과학기술 정보통신부'} AND 사업성격_계속=TRUE -> max 2026예산 사업명,최종본: 집계 질의 보강을 위해 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,과학기술 정보통신부 소관 계속 사업 중 2026년 예산이 가장 큰 사업은?,L3_perturbed,과기정통부에서 2026년에 예산이 가장 많이 배정된 계속 사업은 무엇인가요?,abbreviation|colloquial
STR097,Structured_Additional_Cleaned,SQA077,Aggregation,산업부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,K-온디바이스AI반도체 기술개발(R&D),K-온디바이스AI반도체 기술개발(R&D),K-온디바이스AI반도체 기술개발(R&D),1,1,exact_value,"소관, 사업성격_신규, 사업성격_계속, 예산총괄표_2026열2(백만원), 사업명 (df_base)",소관={'산업통상부'} AND 사업성격_신규=TRUE -> max 2026예산 사업명,최종본: 집계 질의 보강을 위해 채택.,new_continuing_project,신규 사업 편성 타당성·계속사업 구조조정 검토,산업통상부 소관 신규 사업 중 2026년 예산이 가장 큰 사업은?,L3_perturbed,산업부에서 내년에 새로 시작하는 사업 중 2026년 예산 총액이 가장 큰 사업은?,abbreviation
STR098,Structured_Additional_Cleaned,SQA078,Aggregation,과기정통부에서 2026년에 예산이 줄어든 사업은 몇 개야?,28개,28개,28개,1,1,exact_value,"소관, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'과학기술 정보통신부'} AND 예산총괄표_증감(백만원)<0 -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,과학기술 정보통신부 소관 사업 중 2026년 예산이 전년 대비 감소한 사업은 몇 개인가?,L3_perturbed,과기정통부에서 2026년에 예산이 줄어든 사업은 몇 개야?,abbreviation|ellipsis
STR099,Structured_Additional_Cleaned,SQA079,Aggregation,산업부에서 내년에 예산이 줄어드는 사업은 몇 개야?,8개,8개,8개,1,1,exact_value,"소관, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'산업통상부'} AND 예산총괄표_증감(백만원)<0 -> unique 사업명 count,최종본: 집계 질의 보강을 위해 채택.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,산업통상부 소관 사업 중 2026년 예산이 전년 대비 감소한 사업은 몇 개인가?,L3_perturbed,산업부에서 내년에 예산이 줄어드는 사업은 몇 개야?,abbreviation|ellipsis
STR100,Structured_Additional_Cleaned,AGG015,Aggregation,국토부에서 2026년에 예산이 줄어든 사업은 몇 개야?,6개,6개,6개,1,1,exact_value,"소관, 예산총괄표_증감(백만원), 사업명 (df_base)",소관={'국토교통부'} AND 예산총괄표_증감(백만원)<0 -> unique 사업명 count,최종본: SQA080의 과기정통부 표기 중복을 대체하기 위해 추가한 집계 문항.,agency_project_count,산하기관·전문기관별 사업 집중도 및 역할 확인,국토교통부 소관 사업 중 2026년 예산이 전년 대비 감소한 사업은 몇 개인가?,L3_perturbed,국토부에서 2026년에 예산이 줄어든 사업은 몇 개야?,abbreviation|ellipsis
